"rules","support","confidence","lift"
"88","{V13*1} => {V19*1}",0.346,0.88265306122449,1.23620876922197
"89","{V13*1} => {V21*2}",0.356,0.908163265306122,1.22393971065515
"90","{V13*1} => {V2*2}",0.356,0.908163265306122,1.17637728666596
"91","{V13*1} => {V1*2}",0.36,0.918367346938776,1.1595547309833
"92","{V13*1} => {V31*1}",0.374,0.954081632653061,1.20161414691821
"93","{V13*1} => {V22*2}",0.364,0.928571428571429,1.15781973637335
"94","{V13*1} => {V37*1}",0.32,0.816326530612245,0.9979541939025
"95","{V13*1} => {V23*2}",0.376,0.959183673469388,1.08504940437714
"96","{V13*1} => {V3*1}",0.354,0.903061224489796,1.0146755331346
"97","{V13*1} => {V28*0}",0.384,0.979591836734694,1.09819712638419
"98","{V13*1} => {V29*0}",0.384,0.979591836734694,1.0812271928639
"99","{V13*1} => {V9*1}",0.354,0.903061224489796,0.994560819922683
"100","{V13*1} => {V24*1}",0.388,0.989795918367347,1.04408852148454
"101","{V13*1} => {V11*1}",0.372,0.948979591836735,0.998925886143931
"102","{V13*1} => {V36*1}",0.372,0.948979591836735,0.994737517648569
"103","{V13*1} => {V6*1}",0.382,0.974489795918367,1.02147777349934
"104","{V13*1} => {V25*2}",0.384,0.979591836734694,1.02682582466949
"105","{V13*1} => {V27*1}",0.388,0.989795918367347,1.02463345586682
"106","{V13*1} => {V17*1}",0.392,1,1.02040816326531
"107","{V13*1} => {V26*1}",0.39,0.994897959183674,1.00494743351886
"108","{V13*1} => {V20*1}",0.392,1,1.00603621730382
"109","{V13*1} => {V30*1}",0.39,0.994897959183674,0.996891742669011
"110","{V8*1} => {V5*1}",0.352,0.888888888888889,2.24466891133558
"111","{V5*1} => {V8*1}",0.352,0.888888888888889,2.24466891133558
"112","{V8*1} => {V18*1}",0.33,0.833333333333333,1.26646403242148
"113","{V8*1} => {V4*2}",0.322,0.813131313131313,1.19578134284017
"114","{V8*1} => {V15*1}",0.326,0.823232323232323,1.19309032352511
"115","{V8*1} => {V19*1}",0.342,0.863636363636364,1.2095747389865
"116","{V8*1} => {V21*2}",0.352,0.888888888888889,1.19796346211441
"117","{V8*1} => {V2*2}",0.354,0.893939393939394,1.15795258282305
"118","{V8*1} => {V1*2}",0.358,0.904040404040404,1.14146515661667
"119","{V8*1} => {V31*1}",0.374,0.944444444444444,1.18947663028268
"120","{V8*1} => {V22*2}",0.362,0.914141414141414,1.13982719967757
"121","{V8*1} => {V37*1}",0.318,0.803030303030303,0.981699636956361
"122","{V8*1} => {V23*2}",0.374,0.944444444444444,1.06837606837607
"123","{V8*1} => {V3*1}",0.36,0.909090909090909,1.02145045965271
"124","{V8*1} => {V28*0}",0.38,0.95959595959596,1.07578022376229
"125","{V8*1} => {V29*0}",0.384,0.96969696969697,1.0703057060673
"126","{V8*1} => {V9*1}",0.354,0.893939393939394,0.984514751034575
"127","{V8*1} => {V24*1}",0.386,0.974747474747475,1.02821463580957
"128","{V8*1} => {V11*1}",0.372,0.939393939393939,0.988835725677831
"129","{V8*1} => {V36*1}",0.374,0.944444444444444,0.98998369438621
"130","{V8*1} => {V6*1}",0.386,0.974747474747475,1.02174787709379
"131","{V8*1} => {V25*2}",0.388,0.97979797979798,1.02704190754505
"132","{V8*1} => {V27*1}",0.392,0.98989898989899,1.02474015517494
"133","{V8*1} => {V17*1}",0.392,0.98989898989899,1.01010101010101
"134","{V8*1} => {V26*1}",0.394,0.994949494949495,1.00499948984797
"135","{V8*1} => {V20*1}",0.396,1,1.00603621730382
"136","{V8*1} => {V30*1}",0.394,0.994949494949495,0.996943381712921
"137","{V5*1} => {V18*1}",0.336,0.848484848484849,1.28949065119278
"138","{V5*1} => {V4*2}",0.332,0.838383838383838,1.232917409388
"139","{V5*1} => {V15*1}",0.336,0.848484848484849,1.22968818620993
"140","{V5*1} => {V19*1}",0.346,0.873737373737374,1.22372181195711
"141","{V5*1} => {V21*2}",0.358,0.904040404040404,1.21838329385499
"142","{V5*1} => {V2*2}",0.36,0.909090909090909,1.17757889778615
"143","{V5*1} => {V1*2}",0.362,0.914141414141414,1.15421895724926
"144","{V5*1} => {V31*1}",0.374,0.944444444444444,1.18947663028268
"145","{V5*1} => {V22*2}",0.368,0.929292929292929,1.15871936320814
"146","{V5*1} => {V37*1}",0.32,0.808080808080808,0.987873848509545
"147","{V5*1} => {V23*2}",0.38,0.95959595959596,1.08551579139814
"148","{V5*1} => {V3*1}",0.358,0.904040404040404,1.01577573487686
"149","{V5*1} => {V28*0}",0.386,0.974747474747475,1.09276622729538
"150","{V5*1} => {V29*0}",0.39,0.984848484848485,1.0870292327246
"151","{V5*1} => {V9*1}",0.358,0.904040404040404,0.995639211498242
"152","{V5*1} => {V24*1}",0.392,0.98989898989899,1.04419724672889
"153","{V5*1} => {V11*1}",0.374,0.944444444444444,0.994152046783626
"154","{V5*1} => {V36*1}",0.374,0.944444444444444,0.98998369438621
"155","{V5*1} => {V6*1}",0.376,0.94949494949495,0.995277724837473
"156","{V5*1} => {V25*2}",0.388,0.97979797979798,1.02704190754505
"157","{V5*1} => {V27*1}",0.39,0.984848484848485,1.01951188907711
"158","{V5*1} => {V17*1}",0.396,1,1.02040816326531
"159","{V5*1} => {V26*1}",0.394,0.994949494949495,1.00499948984797
"160","{V5*1} => {V20*1}",0.394,0.994949494949495,1.00095522630734
"161","{V5*1} => {V30*1}",0.394,0.994949494949495,0.996943381712921
"162","{V16*1} => {V21*2}",0.3,0.742574257425743,1.00077393184062
"163","{V16*1} => {V2*2}",0.304,0.752475247524752,0.974708869850716
"164","{V16*1} => {V1*2}",0.31,0.767326732673267,0.968846884688469
"165","{V16*1} => {V31*1}",0.32,0.792079207920792,0.997580866398982
"166","{V16*1} => {V22*2}",0.312,0.772277227722772,0.962939186686748
"167","{V16*1} => {V37*1}",0.324,0.801980198019802,0.980415889999758
"168","{V16*1} => {V23*2}",0.348,0.861386138613861,0.97441870883921
"169","{V16*1} => {V3*1}",0.354,0.876237623762376,0.984536655912782
"170","{V16*1} => {V28*0}",0.36,0.891089108910891,0.998978821648981
"171","{V16*1} => {V29*0}",0.372,0.920792079207921,1.01632679824274
"172","{V16*1} => {V9*1}",0.368,0.910891089108911,1.00318401884241
"173","{V16*1} => {V24*1}",0.376,0.930693069306931,0.981743743994653
"174","{V16*1} => {V11*1}",0.384,0.95049504950495,1.00052110474205
"175","{V16*1} => {V36*1}",0.388,0.96039603960396,1.00670444402931
"176","{V16*1} => {V6*1}",0.392,0.97029702970297,1.01708284035951
"177","{V16*1} => {V25*2}",0.38,0.940594059405941,0.98594765136891
"178","{V16*1} => {V27*1}",0.39,0.965346534653465,0.999323534837956
"179","{V16*1} => {V17*1}",0.404,1,1.02040816326531
"180","{V16*1} => {V26*1}",0.402,0.995049504950495,1.00510051005101
"181","{V16*1} => {V20*1}",0.402,0.995049504950495,1.00105583999044
"182","{V16*1} => {V30*1}",0.404,1,1.00200400801603
"183","{V12*2} => {V8*2}",0.396,0.88,1.65413533834586
"184","{V8*2} => {V12*2}",0.396,0.744360902255639,1.65413533834586
"185","{V12*2} => {V5*2}",0.402,0.893333333333333,1.6729088639201
"186","{V5*2} => {V12*2}",0.402,0.752808988764045,1.6729088639201
"187","{V12*2} => {V7*2}",0.398,0.884444444444444,1.63181631816318
"188","{V7*2} => {V12*2}",0.398,0.734317343173432,1.63181631816318
"189","{V12*2} => {V13*2}",0.428,0.951111111111111,1.69236852510874
"190","{V13*2} => {V12*2}",0.428,0.761565836298932,1.69236852510874
"191","{V12*2} => {V14*1}",0.426,0.946666666666667,1.55191256830601
"192","{V14*1} => {V12*2}",0.426,0.698360655737705,1.55191256830601
"193","{V12*2} => {V33*1}",0.374,0.831111111111111,1.22222222222222
"194","{V12*2} => {V32*1}",0.384,0.853333333333333,1.23671497584541
"195","{V12*2} => {V35*1}",0.398,0.884444444444444,1.24569640062598
"196","{V12*2} => {V34*1}",0.414,0.92,1.23989218328841
"197","{V12*2} => {V1*2}",0.31,0.688888888888889,0.869809203142537
"198","{V12*2} => {V31*1}",0.304,0.675555555555556,0.850825636719843
"199","{V12*2} => {V22*2}",0.314,0.697777777777778,0.87004710446107
"200","{V12*2} => {V37*1}",0.44,0.977777777777778,1.19532735669655
"201","{V12*2} => {V23*2}",0.368,0.817777777777778,0.925087983911513
"202","{V12*2} => {V3*1}",0.39,0.866666666666667,0.973782771535581
"203","{V12*2} => {V28*0}",0.378,0.84,0.94170403587444
"204","{V12*2} => {V29*0}",0.384,0.853333333333333,0.94186902133922
"205","{V12*2} => {V9*1}",0.408,0.906666666666667,0.998531571218796
"206","{V12*2} => {V24*1}",0.414,0.92,0.970464135021097
"207","{V12*2} => {V11*1}",0.44,0.977777777777778,1.02923976608187
"208","{V12*2} => {V36*1}",0.442,0.982222222222222,1.02958304216166
"209","{V12*2} => {V6*1}",0.422,0.937777777777778,0.982995574190543
"210","{V12*2} => {V25*2}",0.42,0.933333333333333,0.978336827393431
"211","{V12*2} => {V27*1}",0.424,0.942222222222222,0.97538532321141
"212","{V12*2} => {V17*1}",0.438,0.973333333333333,0.993197278911565
"213","{V12*2} => {V26*1}",0.442,0.982222222222222,0.992143658810325
"214","{V12*2} => {V20*1}",0.448,0.995555555555556,1.00156494522692
"215","{V12*2} => {V30*1}",0.45,1,1.00200400801603
"216","{V10*0} => {V14*1}",0.328,0.70995670995671,1.16386345894543
"217","{V10*0} => {V18*1}",0.328,0.70995670995671,1.07896156528375
"218","{V10*0} => {V4*2}",0.334,0.722943722943723,1.06315253374077
"219","{V10*0} => {V15*1}",0.346,0.748917748917749,1.08538804190978
"220","{V10*0} => {V19*1}",0.35,0.757575757575758,1.06103047279518
"221","{V10*0} => {V21*2}",0.366,0.792207792207792,1.06766548815066
"222","{V10*0} => {V2*2}",0.374,0.80952380952381,1.04860597088576
"223","{V10*0} => {V1*2}",0.384,0.831168831168831,1.04945559491014
"224","{V10*0} => {V31*1}",0.362,0.783549783549784,0.986838518324664
"225","{V10*0} => {V22*2}",0.388,0.83982683982684,1.04716563569431
"226","{V10*0} => {V37*1}",0.33,0.714285714285714,0.873209919664687
"227","{V10*0} => {V23*2}",0.424,0.917748917748918,1.03817750876574
"228","{V10*0} => {V3*1}",0.424,0.917748917748918,1.03117855926845
"229","{V10*0} => {V28*0}",0.42,0.909090909090909,1.01916021198532
"230","{V10*0} => {V29*0}",0.426,0.922077922077922,1.01774605085863
"231","{V10*0} => {V9*1}",0.41,0.887445887445887,0.977363312165074
"232","{V10*0} => {V24*1}",0.448,0.96969696969697,1.02288709883647
"233","{V10*0} => {V11*1}",0.438,0.948051948051948,0.99794941900205
"234","{V10*0} => {V36*1}",0.44,0.952380952380952,0.998302885095338
"235","{V10*0} => {V6*1}",0.438,0.948051948051948,0.993765144708541
"236","{V10*0} => {V25*2}",0.448,0.96969696969697,1.01645384664253
"237","{V10*0} => {V27*1}",0.448,0.96969696969697,1.00382709078361
"238","{V10*0} => {V17*1}",0.446,0.965367965367965,0.985069352416291
"239","{V10*0} => {V26*1}",0.456,0.987012987012987,0.996982815164633
"240","{V10*0} => {V20*1}",0.456,0.987012987012987,0.992970811884293
"241","{V10*0} => {V30*1}",0.462,1,1.00200400801603
"242","{V8*2} => {V5*2}",0.486,0.913533834586466,1.71073751795218
"243","{V5*2} => {V8*2}",0.486,0.910112359550562,1.71073751795218
"244","{V8*2} => {V7*2}",0.504,0.947368421052632,1.74791221596426
"245","{V7*2} => {V8*2}",0.504,0.929889298892989,1.74791221596426
"246","{V8*2} => {V13*2}",0.516,0.969924812030075,1.72584486126348
"247","{V13*2} => {V8*2}",0.516,0.918149466192171,1.72584486126348
"248","{V8*2} => {V14*1}",0.51,0.958646616541353,1.57155183039566
"249","{V14*1} => {V8*2}",0.51,0.836065573770492,1.57155183039566
"250","{V8*2} => {V33*1}",0.368,0.691729323308271,1.0172490048651
"251","{V8*2} => {V32*1}",0.372,0.699248120300752,1.01340307289964
"252","{V8*2} => {V35*1}",0.386,0.725563909774436,1.0219209996823
"253","{V8*2} => {V34*1}",0.408,0.766917293233083,1.03358125772653
"254","{V8*2} => {V21*2}",0.326,0.612781954887218,0.825851691222666
"255","{V8*2} => {V2*2}",0.356,0.669172932330827,0.866804316490709
"256","{V8*2} => {V1*2}",0.366,0.68796992481203,0.868648894964685
"257","{V8*2} => {V31*1}",0.36,0.676691729323308,0.852256586049507
"258","{V8*2} => {V22*2}",0.374,0.703007518796993,0.876567978549866
"259","{V8*2} => {V37*1}",0.436,0.819548872180451,1.00189348677317
"260","{V8*2} => {V23*2}",0.44,0.827067669172932,0.935596910829109
"261","{V8*2} => {V3*1}",0.468,0.879699248120301,0.988426121483484
"262","{V8*2} => {V28*0}",0.446,0.838345864661654,0.93984962406015
"263","{V8*2} => {V29*0}",0.452,0.849624060150376,0.93777490082823
"264","{V8*2} => {V9*1}",0.512,0.962406015037594,1.05991851876387
"265","{V8*2} => {V24*1}",0.492,0.924812030075188,0.975540116113067
"266","{V8*2} => {V11*1}",0.51,0.958646616541353,1.00910170162248
"267","{V8*2} => {V36*1}",0.512,0.962406015037594,1.00881133651739
"268","{V8*2} => {V6*1}",0.5,0.93984962406015,0.985167320817768
"269","{V8*2} => {V25*2}",0.494,0.928571428571429,0.973345312967954
"270","{V8*2} => {V27*1}",0.506,0.951127819548872,0.984604368063015
"271","{V8*2} => {V17*1}",0.516,0.969924812030075,0.989719195949056
"272","{V8*2} => {V26*1}",0.524,0.984962406015038,0.994911521227311
"273","{V8*2} => {V20*1}",0.526,0.988721804511278,0.994689944176336
"274","{V8*2} => {V30*1}",0.532,1,1.00200400801603
"275","{V5*2} => {V7*2}",0.494,0.925093632958802,1.7068148209572
"276","{V7*2} => {V5*2}",0.494,0.911439114391144,1.7068148209572
"277","{V5*2} => {V13*2}",0.53,0.99250936329588,1.76603089554427
"278","{V13*2} => {V5*2}",0.53,0.943060498220641,1.76603089554427
"279","{V5*2} => {V14*1}",0.526,0.98501872659176,1.61478479769141
"280","{V14*1} => {V5*2}",0.526,0.862295081967213,1.61478479769141
"281","{V5*2} => {V33*1}",0.364,0.681647940074906,1.00242344128663
"282","{V5*2} => {V32*1}",0.37,0.692883895131086,1.00417955816099
"283","{V5*2} => {V35*1}",0.382,0.715355805243446,1.00754338766682
"284","{V5*2} => {V34*1}",0.404,0.756554307116105,1.01961496915917
"285","{V5*2} => {V21*2}",0.324,0.606741573033708,0.817711014870226
"286","{V5*2} => {V2*2}",0.35,0.655430711610487,0.849003512448817
"287","{V5*2} => {V1*2}",0.37,0.692883895131086,0.874853402943291
"288","{V5*2} => {V31*1}",0.358,0.670411985018727,0.844347588184794
"289","{V5*2} => {V22*2}",0.372,0.696629213483146,0.868614979405419
"290","{V5*2} => {V37*1}",0.436,0.816479400749064,0.998141076710347
"291","{V5*2} => {V23*2}",0.438,0.820224719101124,0.927856017082719
"292","{V5*2} => {V3*1}",0.468,0.876404494382023,0.984724150991036
"293","{V5*2} => {V28*0}",0.438,0.820224719101124,0.919534438454174
"294","{V5*2} => {V29*0}",0.45,0.842696629213483,0.930128729816207
"295","{V5*2} => {V9*1}",0.486,0.910112359550562,1.00232638717022
"296","{V5*2} => {V24*1}",0.488,0.913857677902622,0.963984892302344
"297","{V5*2} => {V11*1}",0.508,0.951310861423221,1.00137985412971
"298","{V5*2} => {V36*1}",0.512,0.958801498127341,1.00503301690497
"299","{V5*2} => {V6*1}",0.526,0.98501872659176,1.03251438846096
"300","{V5*2} => {V25*2}",0.5,0.936329588014981,0.981477555571259
"301","{V5*2} => {V27*1}",0.506,0.947565543071161,0.98091671125379
"302","{V5*2} => {V17*1}",0.514,0.962546816479401,0.982190629060613
"303","{V5*2} => {V26*1}",0.526,0.98501872659176,0.994968410698748
"304","{V5*2} => {V20*1}",0.53,0.99250936329588,0.998500365488813
"305","{V5*2} => {V30*1}",0.534,1,1.00200400801603
"306","{V7*2} => {V13*2}",0.524,0.966789667896679,1.72026631298341
"307","{V13*2} => {V7*2}",0.524,0.932384341637011,1.72026631298341
"308","{V7*2} => {V14*1}",0.522,0.96309963099631,1.57885185409231
"309","{V14*1} => {V7*2}",0.522,0.855737704918033,1.57885185409231
"310","{V7*2} => {V33*1}",0.374,0.690036900369004,1.01476014760148
"311","{V7*2} => {V32*1}",0.378,0.697416974169742,1.01074923792716
"312","{V7*2} => {V35*1}",0.39,0.719557195571956,1.01346083883374
"313","{V7*2} => {V34*1}",0.41,0.756457564575646,1.01948458837688
"314","{V7*2} => {V21*2}",0.338,0.623616236162362,0.840453148466795
"315","{V7*2} => {V2*2}",0.37,0.682656826568266,0.884270500736095
"316","{V7*2} => {V1*2}",0.384,0.708487084870849,0.894554400089455
"317","{V7*2} => {V31*1}",0.364,0.671586715867159,0.845827098069469
"318","{V7*2} => {V22*2}",0.39,0.719557195571956,0.897203485750568
"319","{V7*2} => {V37*1}",0.444,0.819188191881919,1.00145255731286
"320","{V7*2} => {V23*2}",0.454,0.837638376383764,0.947554724416022
"321","{V7*2} => {V3*1}",0.478,0.881918819188192,0.990920021559766
"322","{V7*2} => {V28*0}",0.444,0.819188191881919,0.918372412423676
"323","{V7*2} => {V29*0}",0.456,0.841328413284133,0.928618557708756
"324","{V7*2} => {V9*1}",0.508,0.937269372693727,1.03223499195344
"325","{V7*2} => {V24*1}",0.504,0.929889298892989,0.980895884908216
"326","{V7*2} => {V11*1}",0.514,0.948339483394834,0.998252087784036
"327","{V7*2} => {V36*1}",0.52,0.959409594095941,1.00567043406283
"328","{V7*2} => {V6*1}",0.51,0.940959409594096,0.986330618023161
"329","{V7*2} => {V25*2}",0.506,0.933579335793358,0.978594691607293
"330","{V7*2} => {V27*1}",0.518,0.955719557195572,0.989357719664153
"331","{V7*2} => {V17*1}",0.524,0.966789667896679,0.986520069282325
"332","{V7*2} => {V26*1}",0.534,0.985239852398524,0.995191770099519
"333","{V7*2} => {V20*1}",0.536,0.988929889298893,0.994899285008947
"334","{V7*2} => {V30*1}",0.542,1,1.00200400801603
"335","{V13*2} => {V14*1}",0.556,0.98932384341637,1.62184236625634
"336","{V14*1} => {V13*2}",0.556,0.911475409836066,1.62184236625634
"337","{V13*2} => {V33*1}",0.384,0.683274021352313,1.00481473728281
"338","{V13*2} => {V32*1}",0.39,0.693950177935943,1.00572489555934
"339","{V13*2} => {V35*1}",0.402,0.715302491103203,1.00746829732845
"340","{V13*2} => {V34*1}",0.428,0.761565836298932,1.02636905161581
"341","{V13*2} => {V21*2}",0.342,0.608540925266904,0.820136017879925
"342","{V13*2} => {V2*2}",0.372,0.661921708185053,0.85741153909981
"343","{V13*2} => {V1*2}",0.386,0.686832740213523,0.867213055825156
"344","{V13*2} => {V31*1}",0.374,0.665480427046263,0.838136557992775
"345","{V13*2} => {V22*2}",0.392,0.697508896797153,0.869711841392959
"346","{V13*2} => {V37*1}",0.458,0.814946619217082,0.996267260656579
"347","{V13*2} => {V23*2}",0.462,0.822064056939502,0.929936715994912
"348","{V13*2} => {V3*1}",0.494,0.879003558718861,0.98764444799872
"349","{V13*2} => {V28*0}",0.464,0.825622775800712,0.925586071525462
"350","{V13*2} => {V29*0}",0.478,0.850533807829182,0.938779037339053
"351","{V13*2} => {V9*1}",0.514,0.914590747330961,1.00725853230282
"352","{V13*2} => {V24*1}",0.514,0.914590747330961,0.964758172290043
"353","{V13*2} => {V11*1}",0.534,0.950177935943061,1.0001873009927
"354","{V13*2} => {V36*1}",0.538,0.95729537366548,1.0034542700896
"355","{V13*2} => {V6*1}",0.53,0.943060498220641,0.988533017002768
"356","{V13*2} => {V25*2}",0.524,0.932384341637011,0.977342077187642
"357","{V13*2} => {V27*1}",0.532,0.94661921708185,0.979937077724483
"358","{V13*2} => {V17*1}",0.542,0.9644128113879,0.984094705497857
"359","{V13*2} => {V26*1}",0.554,0.98576512455516,0.995722348035515
"360","{V13*2} => {V20*1}",0.556,0.98932384341637,0.995295617119085
"361","{V13*2} => {V30*1}",0.562,1,1.00200400801603
"362","{V14*1} => {V33*1}",0.416,0.681967213114754,1.00289296046287
"363","{V33*1} => {V14*1}",0.416,0.611764705882353,1.00289296046287
"364","{V14*1} => {V32*1}",0.422,0.691803278688525,1.00261344737467
"365","{V32*1} => {V14*1}",0.422,0.611594202898551,1.00261344737467
"366","{V14*1} => {V35*1}",0.436,0.714754098360656,1.00669591318402
"367","{V35*1} => {V14*1}",0.436,0.614084507042253,1.00669591318402
"368","{V14*1} => {V34*1}",0.462,0.757377049180328,1.02072378595732
"369","{V34*1} => {V14*1}",0.462,0.622641509433962,1.02072378595732
"370","{V14*1} => {V21*2}",0.376,0.616393442622951,0.830718925367858
"371","{V14*1} => {V2*2}",0.404,0.662295081967213,0.857895183895354
"372","{V14*1} => {V1*2}",0.424,0.695081967213115,0.877628746481206
"373","{V14*1} => {V31*1}",0.41,0.672131147540984,0.846512780278317
"374","{V14*1} => {V22*2}",0.43,0.704918032786885,0.878950165569682
"375","{V14*1} => {V37*1}",0.502,0.822950819672131,1.00605234678745
"376","{V37*1} => {V14*1}",0.502,0.613691931540342,1.00605234678745
"377","{V14*1} => {V23*2}",0.508,0.832786885245902,0.942066612269119
"378","{V14*1} => {V3*1}",0.534,0.875409836065574,0.983606557377049
"379","{V3*1} => {V14*1}",0.534,0.6,0.983606557377049
"380","{V14*1} => {V28*0}",0.504,0.826229508196721,0.926266264794531
